rank,display_name,short_label,system_id,lane,run_intent,run_scope,result_family,comparison_batch,snapshot_name,provider,comparison_tier,publishable_default,capability_family,executor_mode,modality,deployment,local,backend,reasoner,router,retriever,reasoner_display_name,router_display_name,retriever_display_name,reasoner_params_b,router_params_b,retriever_params_b,total_params_b,input_cost_per_mtok,output_cost_per_mtok,total_cost_per_mtok,warmup_load_ms,last_request_elapsed_ms,requests_completed,board_status,progress_status,validation_error,returncode,timed_out,completed_runs_observed,planned_runs,coverage_ratio,coverage_pct,completion_pct,matrix_complete,full_lane_complete,failure_excerpt,episode_count,pass_count,refine_count,fail_count,artifact_quality_avg,browser_workflow_avg,strict_interface_avg,recovered_execution_avg,real_world_readiness_avg,escalation_correctness_avg,readiness_pct,strict_pct,browser_pct,artifact_pct,recovered_pct,pass_rate_pct,rank_group,avg_readiness,avg_strict_interface,avg_browser_workflow,avg_artifact_quality,avg_recovered_execution,avg_escalation_correctness,best_lane,best_lane_readiness,lane_count,lanes,lane_readiness_json,systems,completed_systems,partial_systems,timed_out_systems,failed_systems,local_systems,total_episodes,observed_episodes,total_pass_count,total_refine_count,total_fail_count,best_system_id,best_display_name,best_readiness,best_strict_interface,best_browser_workflow,created_at,run_group_id,output_dir,role_breakdown_json,category_breakdown_json,track_breakdown_json,harnessability_breakdown_json,direction_following_breakdown_json,tool_family_breakdown_json,color,reasoner_backend,router_backend,retriever_backend,artifact_avg,category,episodes,readiness_avg,strict_avg
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,direction_following_stale_override,2.0,0.966,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.949,executive_assistant,11.0,0.9698,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9625,finance,10.0,0.9857,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,harnessability_approval_resume,2.0,0.966,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9445,harnessability_project_memory,4.0,0.9744,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9445,harnessability_resume,4.0,0.9744,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9818,job_application_ops,11.0,0.9759,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9645,knowledge_work_arena,32.0,0.9769,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,latest_constraint,1.0,0.9597,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8421,latest_filter,1.0,0.9155,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,referent_carryover,1.0,0.9597,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9645,replayable_core,32.0,0.9769,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864,revision_pressure,3.0,0.9495,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.882,tool_api,4.0,0.9674,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9583,tool_cli,3.0,0.9753,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9445,tool_function_call,2.0,0.9744,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9062,visual_document,4.0,0.9721,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9265,visual_kwa,13.0,0.9689,1.0
,Qwen3 8B (MLX 4-bit),,mlx_qwen3_8b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9295,visual_ui_ops,10.0,0.9673,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,direction_following_conflict,1.0,0.9799,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9259,direction_following_latest_instruction,3.0,0.9725,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,direction_following_stale_override,2.0,0.966,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.949,executive_assistant,11.0,0.9572,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9625,finance,10.0,0.9857,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,harnessability_approval_resume,2.0,0.966,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9445,harnessability_project_memory,4.0,0.9744,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9445,harnessability_resume,4.0,0.9744,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9818,job_application_ops,11.0,0.9759,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9645,knowledge_work_arena,32.0,0.9725,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,latest_constraint,1.0,0.9597,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8421,latest_filter,1.0,0.9155,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,referent_carryover,1.0,0.9597,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9645,replayable_core,32.0,0.9725,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864,revision_pressure,3.0,0.9495,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.882,tool_api,4.0,0.9674,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9583,tool_cli,3.0,0.9753,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9445,tool_function_call,2.0,0.9744,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9062,visual_document,4.0,0.9721,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9265,visual_kwa,13.0,0.9689,1.0
,Gemma 4 E2B (MLX 4-bit),,mlx_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9295,visual_ui_ops,10.0,0.9673,1.0
,Oracle KWA visual episodes,,kwa_visual_oracle,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333,executive_assistant,1.0,0.9545,1.0
,Oracle KWA visual episodes,,kwa_visual_oracle,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8462,finance,1.0,0.9412,1.0
,Oracle KWA visual episodes,,kwa_visual_oracle,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,job_application_ops,1.0,0.9743,1.0
,Oracle KWA visual episodes,,kwa_visual_oracle,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8932,knowledge_work_arena,3.0,0.9567,1.0
,Oracle KWA visual episodes,,kwa_visual_oracle,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8932,replayable_core,3.0,0.9567,1.0
,Oracle KWA visual episodes,,kwa_visual_oracle,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8462,visual_document,1.0,0.9412,1.0
,Oracle KWA visual episodes,,kwa_visual_oracle,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8932,visual_kwa,3.0,0.9567,1.0
,Oracle KWA visual episodes,,kwa_visual_oracle,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9166,visual_ui_ops,2.0,0.9644,1.0
,Gemma 4 E2B (HF local),,hf_service_gemma4_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9792,executive_assistant,8.0,0.9401,1.0
,Gemma 4 E2B (HF local),,hf_service_gemma4_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9808,finance,8.0,0.9717,1.0
,Gemma 4 E2B (HF local),,hf_service_gemma4_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,job_application_ops,8.0,0.9411,1.0
,Gemma 4 E2B (HF local),,hf_service_gemma4_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9866,knowledge_work_arena,24.0,0.951,1.0
,Gemma 4 E2B (HF local),,hf_service_gemma4_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9866,replayable_core,24.0,0.951,1.0
,Gemma 4 E2B (HF local),,hf_service_gemma4_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8462,visual_document,1.0,0.8946,1.0
,Gemma 4 E2B (HF local),,hf_service_gemma4_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8932,visual_kwa,3.0,0.9141,1.0
,Gemma 4 E2B (HF local),,hf_service_gemma4_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9166,visual_ui_ops,2.0,0.9238,1.0
,Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9792,executive_assistant,8.0,0.9401,1.0
,Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9808,finance,8.0,0.9717,1.0
,Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,job_application_ops,8.0,0.9411,1.0
,Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9866,knowledge_work_arena,24.0,0.951,1.0
,Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9866,replayable_core,24.0,0.951,1.0
,Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8462,visual_document,1.0,0.8946,1.0
,Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8932,visual_kwa,3.0,0.9141,1.0
,Gemma 4 E2B + FunctionGemma + EmbeddingGemma (HF local),,hf_service_gemma4_specialists_cpu,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9166,visual_ui_ops,2.0,0.9238,1.0
,Gemma 4 E2B (HF in-process),,hf_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9624,executive_assistant,9.0,0.9538,0.9583
,Gemma 4 E2B (HF in-process),,hf_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9844,finance,8.0,0.9541,0.9062
,Gemma 4 E2B (HF in-process),,hf_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9778,job_application_ops,9.0,0.9115,0.8472
,Gemma 4 E2B (HF in-process),,hf_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9745,knowledge_work_arena,26.0,0.9393,0.9038
,Gemma 4 E2B (HF in-process),,hf_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,latest_constraint,1.0,0.7468,0.5
,Gemma 4 E2B (HF in-process),,hf_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8421,latest_filter,1.0,0.7697,0.625
,Gemma 4 E2B (HF in-process),,hf_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,referent_carryover,1.0,0.8139,0.625
,Gemma 4 E2B (HF in-process),,hf_gemma4_e2b_reasoner_only,replayable_core,exploratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9745,replayable_core,26.0,0.9393,0.9038
